hhid,round,foodclassR7,s11q2c,s11q2d
12031,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12031,7,"Other fruits (e.g., banana, watermelon)",No,
12031,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12031,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12031,7,Eggs,No,
12031,7,Fish and seafood,No,
12031,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
12031,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12031,7,Oils and fats,Yes,
12031,7,Sweets,No,
12031,7,"Spices, condiments, beverages",No,
12032,7,None / Only water,No,No
12032,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12032,7,White roots and tubers,No,No
12032,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12032,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12032,7,"Other vegetables (e.g., cabbage)",No,No
12032,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12032,7,"Other fruits (e.g., banana, watermelon)",No,No
12032,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12032,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12032,7,Eggs,No,No
12032,7,Fish and seafood,No,No
12032,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12032,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12032,7,Oils and fats,Yes,Yes
12032,7,Sweets,No,No
12032,7,"Spices, condiments, beverages",No,No
12033,7,None / Only water,No,No
12033,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12033,7,White roots and tubers,No,No
12033,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12033,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12033,7,"Other vegetables (e.g., cabbage)",No,No
12033,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12033,7,"Other fruits (e.g., banana, watermelon)",No,No
12033,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12033,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12033,7,Eggs,No,No
12033,7,Fish and seafood,No,No
12033,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12033,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12033,7,Oils and fats,Yes,Yes
12033,7,Sweets,No,No
12033,7,"Spices, condiments, beverages",Yes,Yes
12034,7,None / Only water,No,
12034,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12034,7,White roots and tubers,No,
12034,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12034,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12034,7,"Other vegetables (e.g., cabbage)",No,
12034,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12034,7,"Other fruits (e.g., banana, watermelon)",No,
12034,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12034,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12034,7,Eggs,No,
12034,7,Fish and seafood,No,
12034,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12034,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12034,7,Oils and fats,No,
12034,7,Sweets,No,
12034,7,"Spices, condiments, beverages",No,
12035,7,None / Only water,No,
12035,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12035,7,White roots and tubers,No,
12035,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12035,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12035,7,"Other vegetables (e.g., cabbage)",No,
12035,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12035,7,"Other fruits (e.g., banana, watermelon)",No,
12035,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12035,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12035,7,Eggs,No,
12035,7,Fish and seafood,No,
12035,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
12035,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12035,7,Oils and fats,Yes,
12035,7,Sweets,No,
12035,7,"Spices, condiments, beverages",No,
12036,7,None / Only water,No,
12036,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12036,7,White roots and tubers,No,
12036,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12036,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12036,7,"Other vegetables (e.g., cabbage)",No,
12036,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12036,7,"Other fruits (e.g., banana, watermelon)",No,
12036,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12036,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12036,7,Eggs,No,
12036,7,Fish and seafood,No,
12036,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
12036,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
12036,7,Oils and fats,Yes,
12036,7,Sweets,No,
12036,7,"Spices, condiments, beverages",Yes,
12040,7,None / Only water,No,No
12040,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12040,7,White roots and tubers,No,No
12040,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12040,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12040,7,"Other vegetables (e.g., cabbage)",No,No
12040,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12040,7,"Other fruits (e.g., banana, watermelon)",No,No
12040,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12040,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12040,7,Eggs,No,No
12040,7,Fish and seafood,No,No
12040,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12040,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12040,7,Oils and fats,Yes,Yes
12040,7,Sweets,No,No
12040,7,"Spices, condiments, beverages",Yes,Yes
12043,7,None / Only water,No,
12043,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12043,7,White roots and tubers,No,
12043,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12043,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12043,7,"Other vegetables (e.g., cabbage)",No,
12043,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12043,7,"Other fruits (e.g., banana, watermelon)",No,
12043,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12043,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12043,7,Eggs,No,
12043,7,Fish and seafood,No,
12043,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12043,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12043,7,Oils and fats,No,
12043,7,Sweets,No,
12043,7,"Spices, condiments, beverages",No,
12044,7,None / Only water,No,No
12044,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12044,7,White roots and tubers,No,No
12044,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12044,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12044,7,"Other vegetables (e.g., cabbage)",No,No
12044,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12044,7,"Other fruits (e.g., banana, watermelon)",No,No
12044,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12044,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12044,7,Eggs,No,No
12044,7,Fish and seafood,No,No
12044,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12044,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12044,7,Oils and fats,Yes,Yes
12044,7,Sweets,No,No
12044,7,"Spices, condiments, beverages",Yes,Yes
13001,7,None / Only water,No,
13001,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
13001,7,White roots and tubers,No,
13001,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
13001,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
13001,7,"Other vegetables (e.g., cabbage)",No,
13001,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
13001,7,"Other fruits (e.g., banana, watermelon)",No,
13001,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
13001,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
13001,7,Eggs,No,
13001,7,Fish and seafood,No,
13001,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
13001,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
13001,7,Oils and fats,Yes,
13001,7,Sweets,No,
13001,7,"Spices, condiments, beverages",Yes,
13002,7,None / Only water,No,
13002,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
13002,7,White roots and tubers,No,
13002,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
13002,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
13002,7,"Other vegetables (e.g., cabbage)",No,
13002,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
13002,7,"Other fruits (e.g., banana, watermelon)",No,
13002,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
13002,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
13002,7,Eggs,No,
13002,7,Fish and seafood,No,
13002,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
13002,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
13002,7,Oils and fats,Yes,
13002,7,Sweets,No,
13002,7,"Spices, condiments, beverages",No,
13003,7,None / Only water,No,
13003,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
13003,7,White roots and tubers,No,
13003,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
13003,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
13003,7,"Other vegetables (e.g., cabbage)",No,
13003,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
13003,7,"Other fruits (e.g., banana, watermelon)",No,
13003,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
13003,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
13003,7,Eggs,No,
13003,7,Fish and seafood,No,
13003,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
13003,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
13003,7,Oils and fats,Yes,
13003,7,Sweets,No,
13003,7,"Spices, condiments, beverages",No,
13004,7,None / Only water,No,No
13004,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
13004,7,White roots and tubers,No,No
13004,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
13004,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
13004,7,"Other vegetables (e.g., cabbage)",No,No
13004,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
13004,7,"Other fruits (e.g., banana, watermelon)",No,No
13004,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
13004,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
13004,7,Eggs,No,No
13004,7,Fish and seafood,No,No
13004,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
13004,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
13004,7,Oils and fats,Yes,Yes
13004,7,Sweets,No,No
13004,7,"Spices, condiments, beverages",No,No
13005,7,None / Only water,No,No
13005,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
13005,7,White roots and tubers,No,No
13005,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
13005,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
13005,7,"Other vegetables (e.g., cabbage)",No,No
13005,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
13005,7,"Other fruits (e.g., banana, watermelon)",No,No
13005,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
13005,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
13005,7,Eggs,No,No
13005,7,Fish and seafood,No,No
13005,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
13005,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
13005,7,Oils and fats,Yes,Yes
13005,7,Sweets,No,No
13005,7,"Spices, condiments, beverages",Yes,Yes
13006,7,None / Only water,No,
13006,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
13006,7,White roots and tubers,No,
13006,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
13006,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
13006,7,"Other vegetables (e.g., cabbage)",No,
13006,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
13006,7,"Other fruits (e.g., banana, watermelon)",No,
13006,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
13006,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
13006,7,Eggs,No,
13006,7,Fish and seafood,No,
13006,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
13006,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
13006,7,Oils and fats,Yes,
13006,7,Sweets,No,
13006,7,"Spices, condiments, beverages",No,
13007,7,None / Only water,No,
13007,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
13007,7,White roots and tubers,No,
13007,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
13007,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
13007,7,"Other vegetables (e.g., cabbage)",No,
13007,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
13007,7,"Other fruits (e.g., banana, watermelon)",No,
13007,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
13007,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
13007,7,Eggs,No,
13007,7,Fish and seafood,No,
13007,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
13007,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
13007,7,Oils and fats,Yes,
13007,7,Sweets,No,
13007,7,"Spices, condiments, beverages",Yes,
13008,7,None / Only water,No,
13008,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
13008,7,White roots and tubers,No,
13008,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
13008,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
13008,7,"Other vegetables (e.g., cabbage)",No,
13008,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
13008,7,"Other fruits (e.g., banana, watermelon)",No,
13008,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
13008,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
13008,7,Eggs,No,
13008,7,Fish and seafood,No,
13008,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
13008,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
13008,7,Oils and fats,No,
13008,7,Sweets,No,
13008,7,"Spices, condiments, beverages",No,
13009,7,None / Only water,No,No
13009,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
13009,7,White roots and tubers,Yes,Yes
13009,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
13009,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
13009,7,"Other vegetables (e.g., cabbage)",No,No
13009,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
13009,7,"Other fruits (e.g., banana, watermelon)",No,No
13009,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
13009,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
13009,7,Eggs,No,No
13009,7,Fish and seafood,No,No
13009,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
13009,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
13009,7,Oils and fats,No,No
13009,7,Sweets,No,No
13009,7,"Spices, condiments, beverages",Yes,Yes
13010,7,None / Only water,No,
13010,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
13010,7,White roots and tubers,No,
13010,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
13010,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
13010,7,"Other vegetables (e.g., cabbage)",No,
13010,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
13010,7,"Other fruits (e.g., banana, watermelon)",No,
13010,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
13010,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
13010,7,Eggs,No,
13010,7,Fish and seafood,No,
13010,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
13010,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
13010,7,Oils and fats,Yes,
13010,7,Sweets,Yes,
13010,7,"Spices, condiments, beverages",Yes,
13011,7,None / Only water,No,No
13011,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
13011,7,White roots and tubers,No,No
13011,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
13011,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
13011,7,"Other vegetables (e.g., cabbage)",No,No
13011,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
13011,7,"Other fruits (e.g., banana, watermelon)",No,No
13011,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
13011,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
13011,7,Eggs,No,No
13011,7,Fish and seafood,No,No
13011,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,No
13011,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
13011,7,Oils and fats,Yes,Yes
13011,7,Sweets,No,No
13011,7,"Spices, condiments, beverages",Yes,Yes
13012,7,None / Only water,No,No
13012,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
13012,7,White roots and tubers,No,No
13012,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
13012,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
13012,7,"Other vegetables (e.g., cabbage)",No,No
13012,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
13012,7,"Other fruits (e.g., banana, watermelon)",No,No
13012,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
13012,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
13012,7,Eggs,No,No
13012,7,Fish and seafood,No,No
13012,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,No
13012,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
13012,7,Oils and fats,No,No
