hhid,round,comment,s15q1,s15q2,s15q3,s15q4,s15q5a,s15q5b,s15q5c,s15q5d,s15q5e,s15q5f,s15q5g,s15q5h,s15q5h2,s15q5i,s15q5_a1,s15q5_a2,s15q5_a3,s15q5_a4,s15q5_a5,s15q5_a601,s15q5_a602,s15q5_a603,s15q5_a604,s15q5_a605,s15q5_a606,s15q5_a607,s15q5_a608,s15q5_a609,s15q5_a610,s15q5_a611,s15q5_a697,s15q5_a7,s15q10,s15q11,s15q11b,s15q12,s15q13,s15q14,s15q6,s15q7,s15q7b,s15q8,s15q9,s15q9b,s15q15,s15q15a,s15q15b,s15q15c,s15q15d,s15q15e,s15q15f,s15q15g,s15q15h,s15q15i,s15q15j,s15q15j2,s15q15k,s15q15l,s15q15m,s15q15n,s15q15o,s15q15p,s15q15q,s15q15r,s15q15s,s15q15t,s15q15u,s15q16,s15q17a,s15q17b,s15q17c,s15q17d,s15q18a,s15q18b,s15q18b1,s15q18b2,s15q18c,s15q18c1,s15q18d,s15q18e,s15q18e2,s15q19a,s15q19a2,s15q19b,s15q19b2,s15q19c,s15q19c2,s15q20b,s15q20,s15q20a,s15q21,s15q21a,s15q21b,s15q21c,insurance_perspective,klip_aware,klip_yn,klip_beneficiary,klip_beneficiary_3,klip_payout,klip_payouts_change_coping_yn,ibli_aware,s15q18b_r7,s15q18f1,s15q18f2,s15q18f3,s15q18f4,s15q18f5,s15q18f6,s15q18f7,s15q18f8,s15q18f9,s15q18f10,s15q18f11,s15q18f12,s15q18f13,s15q18f14,s15q18f15,s15q18f16,s15q18f17,s15q18f18,s15q18f19,s15q18f20,s15q18f21,s15q18f22,s15q18f98,ibli_purchase_count,ibli_payout_yn,ibli_payout_when_1,ibli_payout_when_2,ibli_payout_when_3,ibli_payout_when_4,ibli_payout_when_5,ibli_payout_when_6,ibli_payout_when_7,ibli_payout_when_8,ibli_payout_when_9,ibli_payout_when_10,ibli_payout_when_11,ibli_payout_when_12,ibli_payout_when_13,ibli_payout_when_14,ibli_payout_when_15,ibli_payout_when_16,ibli_payout_when_17,ibli_payout_when_18,ibli_payout_when_19,ibli_payout_when_20,ibli_payout_when_21,ibli_payout_when_22,ibli_payout_when_23,ibli_payout_when_24,ibli_payout_when_25,ibli_payout_when_26,ibli_payout_when_27,ibli_payout_when_28,ibli_payout_when_29,ibli_payout_when_30,ibli_payout_when_31,ibli_payout_when_32,ibli_payout_when_33,ibli_payout_when_34,ibli_payout_when_35,ibli_payout_when_36,ibli_payout_when_37,ibli_payout_when_38,ibli_payout_when__99,ibli_payouts_change_coping_yn,s15q19a_1,s15q19a_2,s15q19a_3,s15q19a_4,s15q19a_5,s15q19a_6,s15q19a_7,s15q19a_8,s15q19a_9,s15q19a_10,s15q19a_11,s15q19a_12,s15q19a_13,s15q19a_14,s15q19a_15,s15q19a_16,s15q19a_17,s15q19a_18,s15q19a_19,s15q19a_97,s15q19a_97b,ibli_assessment,ibli_what,ibli_what_other,ibli_type,ibli_cover,ibli_cover_other_,s15q25,s15q26,s15q27,s15q28,s15q29,s15q30,s15q30_r7,s15q27_r7,s15q27_r7a,s15q26_r7,s15q26_r7a,s15q31,s15q31b,s15q41,s15q42,s15q42_r7,s15q42_r7a,ibli_perspective,data_quality_insurance,s15q43,s15q48,s15q49,s15q50,s15q51,s15q52,s15q48a6,s15q53,s15q48d1,s15q48d2,s15q48d3,s15q48d4,s15q48d5,s15q48d98,s15q48a1,s15q48a2,s15q48a3,s15q48a4,s15q48a5,s15q44,s15q47a,s15q47b,s15q47c,s15q52_i_a,s15q52_i_b,s15q52_i_c,s15q52_u_a,s15q52_u_b,s15q52_u_c,s15q53_u_a,s15q53_u_b,s15q53_u_c,s15q49_r3,s15q48_r3,s15q50_r3,s15q57a,s15q57b,s15q57c,s15q57d,s15q57e,s15q57f,s15q57g,s15q58a,s15q58a1,s15q58a2,s15q58a3,s15q58a4,s15q58a5,s15q58a6,s15q58a7,s15q58a8,s15q58b,s15q58c
15003,2,,,,Never,Have not heard of Equity,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,,,,,,,,,,,,At a barazza,Yes,50%,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,At the end of each DRY season when forage conditions are MUCH WORSE than normal,I don't know,98,.a,Yes,,,,,,Other (specify),VIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15003,3,0,,,Never,Have not heard of Equity,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,No,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),Yes,50%,No,,,,,,Yes,,No,,,Did not have an opportunity to buy it,,Waiting to see what happens to the people who bought the insurance,,No other reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,I don't know,,.a,,No,,,,,,I don't know,,In cash,I don't know,,,,,I don't know,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,25000,15000,2000,,,,,,,,,,,,,,,,,,
15003,4,0,,,Never,,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,No,No,No,No,,,No,No,No,No,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15003,5,0,,,Never,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,,,No,Yes,No,No,No,,No,,No,No,Yes,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),Yes,50%,No,,Yes,3,,,Yes,,No,I did not have enough money to buy the second time,,Did not understand insurance well enough to buy it,,No other reason,,Don't think insurance will help me,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,,,,,No,,,,,,APA insurance,,In cash,,,,,,,Yes,I don't know,I don't know,I don't know,"still at 15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15003,6,0,,,Once a month,,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,No,No,,No,No,,No,,,No,No,No,No,No,No,No,No,At a barazza,,,,,Yes,1,No,No,No,,No,I did not benefit the first time,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,,,,,Yes,,,,,,UAP Insurance,,In cash,,,,,,,,,,,,February and August,Any livestock death at the end of the dry season,No,Yes,No,No,No,Yes,No,,,,New one with compensation in February and August,,,,,,,,,,,,,,,,,No,,,,No,,,No,No,No,No,No,No,No,No,Yes,That the livestock insurance is only given freely to a selected group of targeted individuals,Struggling pastoralists who have less that 5 cows (equivalent to 50 goats) in their herd
15003,7,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good and relevant: It can be helpful to pastoralists like me,Yes,No,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,Yes: It paid out when there was a drought and in time to help our household duri,Insurance product,,Livestock,Risk of severe forage scarcity related to drought,,Once every year,,,,,,No,Amount of forage (or greenness),,When the level of forage scarcity is much worse than normal,,,,,,"Forage in a given area around the community [an index area (e.g., Laisamis, Mt. ",,Good and relevant: It can be helpful to pastoralists like me,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15005,1,,No,No,Never,Have not heard of Equity,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15005,2,,,,Once a year,Have heard of Equity but never used their service: no access,No,Yes,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15005,3,0,,,Once a year,Have heard of Equity but never used their service: no access,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,,,,,,,,,,"From neighbors, friends, and relatives in informal conversation",No,,No,,,,,,No,,No,,,Did not understand insurance well enough to buy it,,Afraid of uncertainty in insurance,,Did not have an opportunity to buy it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,At the end of each DRY season when forage conditions are WORSE than normal,,.a,,No,,,,,,I don't know,,In cash,Predicted number of livestock lost due to poor forage condition closed to your home base camp,,,,,I don't know,,,,,,,,,,,,,,,,,,,Yes,,,,,,,1,4,6,1,4,6,30000,25000,4000,,,,,,,,,,,,,,,,,,
15005,4,0,,,Once a year,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,Yes,At community barazza,,No,,,,,,,,,No,No,No,No,,,No,No,No,No,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15005,5,0,,,Once a month,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,,,No,Yes,No,No,No,,No,,No,No,No,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,Yes,80%,Yes,1,,,No,,No,I did not benefit the first time,,Don't have enough animals,,Did not understand insurance well enough to buy it,,Did not have an opportunity to buy it,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,,,,,No,,,,,,Equity Bank,,In cash,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15005,6,1,,,Once a month,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,That it is not given free to anyone but is made available to all who want it at a fee,Non-poor pastoralists who have more than 5 cows (equivalent to 50 goats) but less than 10 cows (equivalent to 100 goats) in their herds
15005,7,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good and relevant: It can be helpful to pastoralists like me,No,,,,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes: It paid out when there was a drought and in time to help our household duri,Insurance product,,Livestock,Risk of severe forage scarcity related to drought,,Once every year,,,,,,I don't know,Amount of forage (or greenness),,When the level of forage scarcity is much worse than normal,,,,,,"Forage in a given area around the community [an index area (e.g., Laisamis, Mt. ",,Good and relevant: It can be helpful to pastoralists like me,Acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15006,1,,No,No,Never,Have not heard of Equity,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15006,2,,,,Never,Have heard of Equity but never used their service: no access,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,,,,,,,No,,,,,Don't have money to spend on insurance,,Did not understand insurance well enough to buy it,,Did not have an opportunity to buy it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,I don't know,I don't know,98,.a,No,,,,,,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15006,3,0,,,Never,Have not heard of Equity,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,No,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,Yes,10%,,,,,No,,Yes,,,Waiting to see what happens to the people who bought the insurance,,Did not have an opportunity to buy it,,Don't have money to spend on insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,I don't know,,.a,,Yes,,,,,,I don't know,,In cash,I don't know,,,,,I don't know,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,30000,20000,2500,,,,,,,,,,,,,,,,,,
15006,4,0,,,Never,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,No,No,No,No,,,No,No,No,No,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15006,5,0,,,Never,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,,,No,Yes,No,No,No,,No,,No,No,No,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,Yes,40%,No,,,,No,,No,,,Don't have enough animals,,Did not understand insurance well enough to buy it,,Did not have an opportunity to buy it,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,,,,,No,,,,,,Equity Bank,,In cash,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15006,6,1,,,Never,,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,Yes,No,,No,No,,No,,,No,Yes,No,No,No,No,No,No,At a barazza,,,,,No,,,,,,,,,Don't trust any insurance companies,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,,,,,Yes,,,,,,I don't know,,Either cash or livestock depending on your (the client) preference.,,,,,,,,,,,,March and October,Any livestock death at the end of the dry season,No,No,No,No,No,Yes,No,,,,New one with compensation in February and August,,,,,,,,,,,,,,,,,No,,,,No,,,No,Yes,No,Yes,Yes,Yes,No,No,No,That the livestock insurance is only given freely to a selected group of targeted individuals,The poorest pastoralists who have lost all their livestock
15006,7,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me",Yes,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me",Acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15007,1,,Yes,Yes,Never,Have heard of Equity but never used their service: no access,No,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,Yes,"from relatives, friends, or neighbors",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15007,2,,,,Once a month,Having saving account with Equity AND have borrowed from Equity,No,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,Yes,From an NGO staff,,No,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,From chiefs or other government officials who live in the location,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,At the end of each DRY season when forage conditions are WORSE than normal,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,0,2250,Yes,,,,,,Equity Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15007,3,0,,,Once a month,Having saving account with Equity AND have borrowed from Equity,Yes,Yes,No,Yes,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,Yes,From Equity Bank,,No,,,,,,,,,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,No,No,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,No,,,,,,No,,No,,,Did not have an opportunity to buy it,,Did not understand insurance well enough to buy it,,Afraid of uncertainty in insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 6 months,At the end of each DRY season when forage conditions are MUCH WORSE than normal,,.a,,No,,,,,,UAP Insurance,,In cash,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,,,,,85 cows,,,,,,,,,,,,,,,,,,,No,,,,,,,20000,15000,5000,2,0,0,20000,15000,4000,,,,,,,,,,,,,,,,,,
15007,4,0,,,Never,,No,No,No,No,No,No,No,No,,Yes,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,Yes,Yes,No,No,,,No,No,No,No,No,,No,,No,,,,,,,,,"From neighbors, friends, and relatives in informal conversation",,,,,,,,,,No,No,,,Did not understand insurance well enough to buy it,,Don't trust any insurance companies,,Afraid of uncertainty in insurance,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 6 months,At the end of each RAINY season,,15000,,Yes,,,,,,UAP Insurance,,In cash,The number of livestock you have lost,,,,,100 cows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15007,5,0,,,Once a month,,No,Yes,No,No,No,No,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,,,No,Yes,No,No,No,,No,,No,No,No,,,,,,,"From neighbors, friends, and relatives in informal conversation",No,,No,,Yes,1,,,No,,No,I did not understand the product well,,Don't have money to spend on insurance,,Did not understand insurance well enough to buy it,,No other reason,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every year,,,,,Yes,,,,,,Equity Bank,,In cash,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15007,6,0,,,Every day,,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,,,No,No,,No,No,,No,,,No,Yes,No,No,No,No,No,No,ILRI researchers,,,,,Yes,1,No,No,No,,No,Other (specify),No one asked for the money.,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,,,,,No,,,,,,UAP Insurance,,Either cash or livestock depending on your (the client) preference.,,,,,,,,,,,,None of the above,Severe shortage of forage due to drought,No,No,No,No,No,Yes,No,,,,New one with compensation in February and August,,,,,,,,,,,,,,,,,No,,,,No,,,No,No,No,Yes,No,No,No,No,No,That it is not given free to anyone but is made available to all who want it at a fee,The poorest pastoralists who have lost all their livestock
15007,7,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good and relevant: It can be helpful to pastoralists like me,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15008,1,,Yes,Yes,Never,Have not heard of Equity,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,No,,,Yes,"from relatives, friends, or neighbors",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15008,2,,,,Never,Have heard of Equity but never used their service: no access,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,Yes,"From relatives, friends, or neighbors",,No,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,,,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,,,,,,,No,,,,,Don't have money to spend on insurance,,Don't have enough animals,,Can rely on family and friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know,I don't know,I don't know,98,.a,Yes,,,,,,Other (specify),V.I.P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15008,3,0,,,Never,Have heard of Equity but never used their service: no access,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,No,,,,,,,,,,From VIP (Village Insurance Promoter hired by Equity/APA),No,,Yes,I don't know,,,,,No,,Yes,,,Waiting to see what happens to the people who bought the insurance,,Don't trust any insurance companies,,Did not understand insurance well enough to buy it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once every 6 months,At the end of each DRY season when forage conditions are MUCH WORSE than normal,,100000,,Yes,,,,,,ILRI,,In cash,Predicted number of livestock lost due to poor forage condition averaged over the normal grazing areas of your community,,,,,100 cows,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,1,2,3,60000,30000,4000,,,,,,,,,,,,,,,,,,
